,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score
9836,9836,US,14016926,R3UTPG9XGJ6RHS,B004INUY06,303775294,"conair infiniti pro 1875 watt salon performance ac motor styling hair dryer with twist folding handle, blue",Beauty,5,25,27,Y,N,LOVE this hair dryer!,"So I hadn't updated my hair dryer in years (think 15), so I was really thrilled to receive this one. I would highly recommend it!!!<br /><br />Pros:<br />Doesn't die on me when I am using it (overheating). This is a big one for me. I have very long hair and it seems every blower would take a water break halfway through because it was being worked too much. Not this one!<br /><br />Nice, modern look. LOVE the spunky metallic green color, not gaudy at all!<br /><br />Small, lightweight size.  MUCH smaller than the older one I had, and not nearly as heavy. Your hand won't fall off after using it! :)<br /><br />Usable Attachment.  I wasn't aware when I bought this, but it has an attachment on the end to focus the heat for styling. Since I have hair that curves in and frames the face, this is PERFECT for getting that look!  I only have to go over it once in order for it to be perfect.<br /><br />Hot and Cold.  The cold is actually NOT hot. Yes, it's not hot! Amazing! LOL  And the hot doesn't burn your eyelashes off!  Perfect in either setting, even the cooler version actually still dries your hair well!<br /><br />Negatives: None that I can think of!<br /><br />Overall, I highly recommend it! Great blow dryer!",4/27/2011,98.51851851851852
9849,9849,US,15736516,R3PF3EGRYFADO5,B001CK23P2,66259499,hot tools salon hair dryer (model: 1059),Beauty,4,14,16,N,Y,Very Nice,I like the hair dryer.  It dries very well and the design is very modern and updated.  It is adjustable and it get really hot with and  it has a ionic straightener that helps your hair dry you hair straight.,4/16/2011,87.5
9865,9865,US,25753098,R18CLZ4T7YJTEF,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,3,13,17,N,Y,almost not quite,"I wanted something basic, relatively inexpensive, reasonably well made, and sturdy that would dry and style my hair quickly.  That is almost exactly what I got.  My only real issues with the dryer is the flimsy switch and lint trap cover.  The switch doesn't click into a new setting crisply. You have to go slowly and gently with the switch control in order to get any setting other than off or the highest heat/fan position.  The lint trap cover just pops off and takes some careful fussing around to replace securely.  Sometimes even if you think you have it back on correctly it will pop back off a few seconds later.",4/9/2011,76.47058823529412
9877,9877,US,18865905,R1D8UKDNO29XNB,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,Beauty,4,23,24,N,Y,Good investment - after several uses I am pleased with performance,"My hairstylist recommended I buy an ionizer hairdryer because it does not dry out hair as much as others. I invested a couple hours researching on line and reviewing the products here at Amazon. In the end, I selected the Conair Ion Shine because it was 1875 watts, was an ionizer, was priced affordably, and the design seemed good.<br /><br />Now that I have received the item and have had some time to use it, here are my ratings:<br />STORABILITY: 2.5 stars  There is a hanging loop, but  the cord is heavy and awkward. The unit is heavy enough that whatever hook one would hang it from would have to be substantially mounted so it would not pull out of the wall. (Wall mounting is not an option for me). Also, after only two uses, the cord has already begun to twist, which is a negative.<br />VALUE: 4.5 stars  I knew the Amazon price was reasonable, even lower than my local discount stores. After I purchased this item,  I found the same model at BIG LOTS for a dollar more and in different colors.<br />PERFORMANCE:  5 stars  Dries hair quickly without using high heat temps. Unit comes with a few attachments. The diffuser is really large and awkward to store. The unit has a hinged filter that opens easily for cleaning. The removable filter is the standard small piece of material that I have seen in other high-tech fan devices, including the high-end SmartTechnologies Smart Board in my classroom. I'm figuring the filter material is pretty standard. In my previous hair dryer, the fan did not have a removable filter for cleaning; eventually the old fan clogged so horribly (despite my attempts to brush it out)that it slowed down and eventually killed the unit.<br /><br />Other note: If a younger child will be using the unit, she may find the unit feels heavy or hard to hold after a while. I suggest looking for one of the smaller, portable units for tweens.",3/28/2011,95.83333333333331
9905,9905,US,49490307,R2VGX8E5QSQMLK,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Beauty,5,16,16,N,Y,Best hair dryer,Bought this model a few years ago and I really like it because the high setting speed is just right for styling your hair...some other dryers I have blow too fast on the high setting.  This model's high setting is a good speed and allows you to dry your hair without it blowing all over the place.  Also it is light and well balanced so holding it while drying is very comfortable.  I recently bought 2 more in case the manufacturer decides to stop production.,3/9/2011,100.0
9909,9909,US,50550513,R375XL74CFSVO7,B004ATPPRK,668106687,"babyliss pro one 'n only argan heat ceramic hair dryer, 1875 watt",Beauty,5,16,18,N,N,Wow!,"My hair type is naturally wavy, thick, and frizz-prone.  With this hairdryer, my hair is not frizzy!  YAY!  It's super powerful, and dries my hair quicker than my old hairdryer.  This hairdryer is so great, it makes the need for my straightener optional.  I have the Argan Heat straightener, and love it, too.  They are the perfect pair to get silky, shiny hair.  I also like that my hair feels soft with this.",3/8/2011,44.444444444444436
9918,9918,US,50802613,R3JGHZSY3IDVKE,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Beauty,5,80,85,N,Y,"Nice Dryer for thin, fine-textured hair","I bought this dryer to replace a virtually identical but much older Vidal Sassoon hair dryer (the VS781),which had finally stopped working after probably a decade.  The thing I liked most about the older dryer, and which I like about this one (which is basically the same dryer with a new color and model number), is that it doesn't get excessively hot even on the highest setting, and doesn't blow as hard as most other dryers.      For someone with thick hair this might be a real problem, but I've got very thin, fine, slightly frizzy hair that doesn't benefit from a strong airflow.  Most hair dryers, even on lower speeds, dry sections of my hair so rapidly that I don't have a proper chance to style them with a brush, and the rest of my rather sparse hair gets whipped around as if in a tornado.  That doesn't happen with this Vidal Sassoon model.  The oval-shaped barrel seems to also help concentrate the airflow.      I also like the fact that this dryer has three heat settings and two speed settings which can be selected independently.  With some dryers high speed is paired with high heat whether you want it or not.      The ionic setting on this dryer DOES make a difference and makes my hair a tad smoother - however it also tends to make it more limp.  So as a rule, I use the dryer with the ion setting in the off position except when drying the ends of my shoulder-length hair.  Probably someone with thick, coarse hair wouldn't have this issue.         I've had this dryer for only about 5 weeks, so it's too early to comment on whether it's built to last - I was definitely lucky to get so many years out of my older model.  This model might not be just right for every head of hair, but for mine, it's perfect.  I hope Vidal Sassoon continues making this type of dryer for a long time.",3/2/2011,94.11764705882355
9919,9919,US,43043013,R17LERZ6LT0Y7Z,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,4,255,275,N,N,About the 220 V Settings,"NOTE:  I do not own this hair dryer, but to add a review I had to add a star rating.  I used the average of 4 stars to keep the rating unchanged.<br /><br />PLEASE NOTE that a lot of these hair dryers do nothing more than mechanically lock out the on-off switch from using the HI TEMP setting WHEN set for 220 volt input for foreign countries.  That is very typical.<br /><br />PLEASE ALSO NOTE that the Low Heat mode at 220 volts does not work the same as 110 volts.  From an electrical point of reference, doubling the voltage yields a four fold increase in power (wattage).  If the Low Heat mode at 110 volts (USA value) is 400 watts, then using this dryer in Low Heat mode at 220 volts (eg, Europe) would generate 1600 watts.  That's the way the power equation works.  That's how my current unit worked when we vacationed in Europe.  Low Heat mode at 220 volts generates high heat and a fast fan speed.<br /><br />WHAT you lose is the low power curling and shaping mode when using these dryers at 220 volts.  There is no 400 watt option in the 220 volt setting.<br /><br />If you want both HIGH and LOW Heat modes, buy a transformer to convert 220 to 110 volts (and be sure it is big enough, power wise, to handle the 110 volt High Heat wattage).  The cost, beyond the purchase price of the transformer, is the added transformer weight in your travel luggage.<br /><br />I hope this clarifies how these type hair dryers work in Europe....  a retired Electrical Engineer.<br /><br />PS:  Going from USA 60 Hertz (a.k.a. 60 cycles) to European 50 Hertz makes no difference for this appliance.<br /><br />PPS: None of the 220 V countries use our 110 V two prong or three prong wall plug.  Even if you don't buy the transformer,<br />  you will need a plug converter kit to plug this hair dryer into the 220 V wall outlet (found with the luggage in most department stores or on<br />  Amazon under Plug Converter - but be sure to get the 220 to 110 version and not the 110 to 220 for Europeans visiting USA).",3/2/2011,46.36363636363637
9927,9927,US,48990219,RZIWFN8GWQFYR,B00006IV46,409998686,"Remington SP-62 Foils and Cutters, Black",Beauty,1,15,15,N,Y,Pure JUNK - not the real SP62,"When I bought this, a real SP62 was shown in the picture. What I received is the one now shown in a replacement picture. It is narrower, with several fewer blades than a real SP62 and does not function nearly as well. Don't wast your money on this piece of junk, it makes the shaver not worth using.",2/26/2011,100.0
9943,9943,US,50968340,R2QWQOQDKPJX4X,B0017QHDUG,252135360,"Fantasia IC Olive Oil Style Gel, 16 oz",Beauty,4,10,10,N,N,Love it!,"I made shea custard with this gel ( I got the recipe off of curly nikki forum), & my hair LOVED IT! I got great curl definition with none of the hardness that comes from using gel alone.",2/26/2011,50.0
